user_id,month,total_month_calls,total_month_duration,total_month_messages,total_month_sessions,total_month_traffic,age,city,plan,full_name,churn_month,month_revenue_calls,month_revenue_messages,month_revenue_internet,month_revenue_total
1000,12,16.0,124.0,11.0,5.0,2000.0,45,"atlanta_sandy_springs_roswell,_ga_msa",ultimate,anamaria_bauer,,0.0,0.0,0.0,70.0
1001,8,27.0,182.0,30.0,25.0,7000.0,28,"seattle_tacoma_bellevue,_wa_msa",surf,mickey_wilkerson,,0.0,0.0,0.0,20.0
1001,9,49.0,315.0,44.0,53.0,14000.0,28,"seattle_tacoma_bellevue,_wa_msa",surf,mickey_wilkerson,,0.0,0.0,0.0,20.0
1001,10,65.0,393.0,53.0,56.0,23000.0,28,"seattle_tacoma_bellevue,_wa_msa",surf,mickey_wilkerson,,0.0,0.09,76.4,96.49
1001,11,64.0,426.0,36.0,51.0,19000.0,28,"seattle_tacoma_bellevue,_wa_msa",surf,mickey_wilkerson,,0.0,0.0,36.4,56.4
1001,12,56.0,412.0,44.0,60.0,20000.0,28,"seattle_tacoma_bellevue,_wa_msa",surf,mickey_wilkerson,,0.0,0.0,46.4,66.4
1002,10,11.0,59.0,15.0,21.0,7000.0,36,"las_vegas_henderson_paradise,_nv_msa",surf,carlee_hoffman,,0.0,0.0,0.0,20.0
1002,11,55.0,386.0,32.0,52.0,20000.0,36,"las_vegas_henderson_paradise,_nv_msa",surf,carlee_hoffman,,0.0,0.0,46.4,66.4
1002,12,47.0,384.0,41.0,51.0,15000.0,36,"las_vegas_henderson_paradise,_nv_msa",surf,carlee_hoffman,,0.0,0.0,0.0,20.0
1003,12,149.0,1104.0,50.0,52.0,28000.0,52,"tulsa,_ok_msa",surf,reynaldo_jenkins,,18.12,0.0,126.4,164.52
1004,5,21.0,193.0,7.0,17.0,7000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,0.0,20.0
1004,6,44.0,275.0,18.0,73.0,21000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,56.4,76.4
1004,7,49.0,381.0,26.0,69.0,25000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,96.4,116.4
1004,8,49.0,354.0,25.0,72.0,28000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,126.4,146.4
1004,9,42.0,301.0,21.0,56.0,19000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,36.4,56.4
1004,10,61.0,365.0,24.0,51.0,15000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,0.0,20.0
1004,11,54.0,476.0,25.0,69.0,22000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,66.4,86.4
1004,12,50.0,427.0,31.0,53.0,22000.0,40,"seattle_tacoma_bellevue,_wa_msa",surf,leonila_thompson,,0.0,0.0,66.4,86.4
1005,12,59.0,496.0,11.0,60.0,18000.0,31,"dallas_fort_worth_arlington,_tx_msa",surf,livia_shields,,0.0,0.0,26.4,46.4
1006,11,2.0,10.0,15.0,7.0,3000.0,73,"san_francisco_oakland_berkeley,_ca_msa",ultimate,jesusa_bradford,12.0,0.0,0.0,0.0,70.0
1006,12,9.0,59.0,139.0,63.0,33000.0,73,"san_francisco_oakland_berkeley,_ca_msa",ultimate,jesusa_bradford,12.0,0.0,0.0,15.96,85.96
1007,8,70.0,456.0,51.0,45.0,25000.0,42,"grand_rapids_kentwood,_mi_msa",surf,eusebio_welch,,0.0,0.03,96.4,116.43
1007,9,63.0,399.0,47.0,52.0,29000.0,42,"grand_rapids_kentwood,_mi_msa",surf,eusebio_welch,,0.0,0.0,136.4,156.4
1007,10,80.0,645.0,59.0,65.0,38000.0,42,"grand_rapids_kentwood,_mi_msa",surf,eusebio_welch,,4.35,0.27,226.4,251.02
1007,11,80.0,524.0,48.0,50.0,25000.0,42,"grand_rapids_kentwood,_mi_msa",surf,eusebio_welch,,0.72,0.0,96.4,117.12
1007,12,87.0,617.0,50.0,61.0,30000.0,42,"grand_rapids_kentwood,_mi_msa",surf,eusebio_welch,,3.51,0.0,146.4,169.91
1008,10,71.0,476.0,21.0,57.0,18000.0,53,"orlando_kissimmee_sanford,_fl_msa",ultimate,emely_hoffman,,0.0,0.0,0.0,70.0
1008,11,63.0,446.0,37.0,72.0,24000.0,53,"orlando_kissimmee_sanford,_fl_msa",ultimate,emely_hoffman,,0.0,0.0,0.0,70.0
1008,12,85.0,634.0,26.0,47.0,15000.0,53,"orlando_kissimmee_sanford,_fl_msa",ultimate,emely_hoffman,,0.0,0.0,0.0,70.0
1009,5,71.0,534.0,,43.0,21000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,1.02,0.0,56.4,77.42
1009,6,110.0,823.0,,38.0,19000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,9.69,0.0,36.4,66.09
1009,7,124.0,880.0,,60.0,31000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,11.4,0.0,156.4,187.8
1009,8,109.0,731.0,,51.0,25000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,6.93,0.0,96.4,123.33
1009,9,116.0,776.0,,50.0,21000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,8.28,0.0,56.4,84.68
1009,10,114.0,740.0,,47.0,23000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,7.2,0.0,76.4,103.6
1009,11,105.0,714.0,,47.0,26000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,6.42,0.0,106.4,132.82
1009,12,107.0,756.0,,50.0,24000.0,19,"san_jose_sunnyvale_santa_clara,_ca_msa",surf,gerry_little,,7.68,0.0,86.4,114.08
1010,3,63.0,429.0,,37.0,11000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,0.0,0.0,0.0,20.0
1010,4,90.0,656.0,,58.0,20000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,4.68,0.0,46.4,71.08
1010,5,81.0,532.0,,56.0,16000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,0.96,0.0,6.4,27.36
1010,6,77.0,553.0,,49.0,17000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,1.59,0.0,16.4,37.99
1010,7,101.0,698.0,,37.0,13000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,5.94,0.0,0.0,25.94
1010,8,93.0,637.0,,51.0,20000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,4.11,0.0,46.4,70.51
1010,9,83.0,601.0,,50.0,17000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,3.03,0.0,16.4,39.43
1010,10,95.0,711.0,,50.0,17000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,6.33,0.0,16.4,42.73
1010,11,30.0,258.0,,21.0,8000.0,52,"dallas_fort_worth_arlington,_tx_msa",surf,wilber_blair,,0.0,0.0,0.0,20.0
1011,6,19.0,118.0,21.0,25.0,7000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,7,63.0,499.0,53.0,70.0,22000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,8,61.0,486.0,54.0,64.0,22000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,9,73.0,484.0,60.0,58.0,17000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,10,76.0,504.0,64.0,75.0,25000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,11,65.0,505.0,58.0,60.0,23000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1011,12,56.0,311.0,61.0,58.0,20000.0,73,"cleveland_elyria,_oh_msa",ultimate,halina_henry,,0.0,0.0,0.0,70.0
1012,11,10.0,75.0,,32.0,14000.0,59,"chicago_naperville_elgin,_il_in_wi_msa",surf,jonelle_mcbride,11.0,0.0,0.0,0.0,20.0
1012,12,16.0,78.0,,26.0,12000.0,59,"chicago_naperville_elgin,_il_in_wi_msa",surf,jonelle_mcbride,11.0,0.0,0.0,0.0,20.0
1013,12,35.0,219.0,16.0,67.0,21000.0,50,"knoxville,_tn_msa",ultimate,nicolas_snider,,0.0,0.0,0.0,70.0
1014,11,28.0,163.0,9.0,1.0,2000.0,61,"new_york_newark_jersey_city,_ny_nj_pa_msa",surf,edmundo_simon,,0.0,0.0,0.0,20.0
1014,12,150.0,1114.0,64.0,19.0,8000.0,61,"new_york_newark_jersey_city,_ny_nj_pa_msa",surf,edmundo_simon,,18.42,0.42,0.0,38.84
1015,12,16.0,96.0,68.0,39.0,18000.0,26,"pittsburgh,_pa_msa",surf,beata_carpenter,,0.0,0.54,26.4,46.94
1016,10,25.0,173.0,11.0,9.0,4000.0,30,"fresno,_ca_msa",surf,jann_salinas,,0.0,0.0,0.0,20.0
1016,11,94.0,649.0,46.0,55.0,28000.0,30,"fresno,_ca_msa",surf,jann_salinas,,4.47,0.0,126.4,150.87
1016,12,109.0,837.0,38.0,50.0,29000.0,30,"fresno,_ca_msa",surf,jann_salinas,,10.11,0.0,136.4,166.51
1017,8,8.0,59.0,5.0,7.0,3000.0,61,"washington_arlington_alexandria,_dc_va_md_wv_msa",surf,boris_gates,,0.0,0.0,0.0,20.0
1017,9,59.0,362.0,41.0,69.0,25000.0,61,"washington_arlington_alexandria,_dc_va_md_wv_msa",surf,boris_gates,,0.0,0.0,96.4,116.4
1017,10,68.0,400.0,35.0,91.0,29000.0,61,"washington_arlington_alexandria,_dc_va_md_wv_msa",surf,boris_gates,,0.0,0.0,136.4,156.4
1017,11,61.0,384.0,29.0,56.0,20000.0,61,"washington_arlington_alexandria,_dc_va_md_wv_msa",surf,boris_gates,,0.0,0.0,46.4,66.4
1017,12,70.0,476.0,42.0,58.0,22000.0,61,"washington_arlington_alexandria,_dc_va_md_wv_msa",surf,boris_gates,,0.0,0.0,66.4,86.4
1018,10,25.0,184.0,3.0,26.0,9000.0,70,"indianapolis_carmel_anderson,_in_msa",surf,dennis_grimes,,0.0,0.0,0.0,20.0
1018,11,86.0,636.0,5.0,49.0,16000.0,70,"indianapolis_carmel_anderson,_in_msa",surf,dennis_grimes,,4.08,0.0,6.4,30.48
1018,12,71.0,476.0,8.0,51.0,18000.0,70,"indianapolis_carmel_anderson,_in_msa",surf,dennis_grimes,,0.0,0.0,26.4,46.4
1019,11,7.0,44.0,24.0,13.0,4000.0,34,"jacksonville,_fl_msa",surf,shizue_landry,,0.0,0.0,0.0,20.0
1019,12,59.0,467.0,128.0,83.0,29000.0,34,"jacksonville,_fl_msa",surf,shizue_landry,,0.0,2.34,136.4,158.74
1020,11,55.0,430.0,1.0,39.0,13000.0,56,"dallas_fort_worth_arlington,_tx_msa",surf,rutha_bell,,0.0,0.0,0.0,20.0
1020,12,70.0,500.0,3.0,63.0,20000.0,56,"dallas_fort_worth_arlington,_tx_msa",surf,rutha_bell,,0.0,0.0,46.4,66.4
1021,12,52.0,401.0,,16.0,7000.0,37,"los_angeles_long_beach_anaheim,_ca_msa",surf,ricarda_booker,,0.0,0.0,0.0,20.0
1022,5,39.0,302.0,,14.0,5000.0,73,"new_york_newark_jersey_city,_ny_nj_pa_msa",surf,bo_snow,9.0,0.0,0.0,0.0,20.0
1022,6,76.0,490.0,,77.0,24000.0,73,"new_york_newark_jersey_city,_ny_nj_pa_msa",surf,bo_snow,9.0,0.0,0.0,86.4,106.4
